NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCR;PCR;PERC_PCR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS
CATALUNYA;CATALUNYA;2020-08-02;2020-08-08;--;;;0.0000;135;0.0000;1193;6.3629;39;26;0
CATALUNYA;CATALUNYA;2020-08-02;2020-08-08;Si;;;284.2037;186;6286.0984;4114;5.3804;41;2;25
CATALUNYA;CATALUNYA;2020-08-02;2020-08-08;No;162.388;1.00545;78.0130;5934;1023.3071;77837;7.8649;457;82;27
CATALUNYA;CATALUNYA;2020-08-01;2020-08-07;--;;;0.0000;136;0.0000;1194;6.3465;49;28;0
CATALUNYA;CATALUNYA;2020-08-01;2020-08-07;Si;;;285.7317;187;6454.1759;4224;5.2186;46;1;26
CATALUNYA;CATALUNYA;2020-08-01;2020-08-07;No;160.482;0.997625;77.2637;5877;994.7523;75665;8.1111;450;82;32
CATALUNYA;CATALUNYA;2020-07-31;2020-08-06;No;163.859;1.02012;77.9605;5930;989.0203;75229;8.2966;459;91;34
CATALUNYA;CATALUNYA;2020-07-31;2020-08-06;--;;;0.0000;134;0.0000;1200;6.3993;65;29;0
CATALUNYA;CATALUNYA;2020-07-31;2020-08-06;Si;;;212.3888;139;6573.3581;4302;3.8440;47;1;28
CATALUNYA;CATALUNYA;2020-07-30;2020-08-05;--;;;0.0000;116;0.0000;1190;5.8469;72;29;0
CATALUNYA;CATALUNYA;2020-07-30;2020-08-05;Si;;;201.6929;132;6441.9521;4216;4.1269;51;1;29
CATALUNYA;CATALUNYA;2020-07-30;2020-08-05;No;168.498;1.03569;79.3014;6032;982.1445;74706;8.4519;451;86;38
CATALUNYA;CATALUNYA;2020-07-29;2020-08-04;--;;;0.0000;136;0.0000;1204;7.0279;75;29;0
CATALUNYA;CATALUNYA;2020-07-29;2020-08-04;Si;;;265.8680;174;6400.6967;4189;5.2750;57;0;28
CATALUNYA;CATALUNYA;2020-07-29;2020-08-04;No;171.757;1.04911;80.1691;6098;1011.7905;76961;8.3411;455;76;41
CATALUNYA;CATALUNYA;2020-07-28;2020-08-03;No;174.977;1.05673;81.5890;6206;1000.7078;76118;8.5074;467;82;40
CATALUNYA;CATALUNYA;2020-07-28;2020-08-03;--;;;0.0000;135;0.0000;1139;7.2451;74;27;0
CATALUNYA;CATALUNYA;2020-07-28;2020-08-03;Si;;;297.9555;195;6319.7139;4136;5.6211;60;0;27
CATALUNYA;CATALUNYA;2020-07-27;2020-08-02;Si;;;294.8996;193;6069.1256;3972;5.6127;60;0;27
CATALUNYA;CATALUNYA;2020-07-27;2020-08-02;No;177.263;1.06293;83.2455;6332;998.8278;75975;8.5060;469;94;45
CATALUNYA;CATALUNYA;2020-07-27;2020-08-02;--;;;0.0000;122;0.0000;1116;7.2278;85;7;0
CATALUNYA;CATALUNYA;2020-07-26;2020-08-01;--;;;0.0000;121;0.0000;1121;7.4681;84;5;0
CATALUNYA;CATALUNYA;2020-07-26;2020-08-01;Si;;;294.8996;193;6073.7096;3975;5.6620;56;0;28
CATALUNYA;CATALUNYA;2020-07-26;2020-08-01;No;177.231;1.06024;83.4953;6351;1010.0683;76830;8.5441;515;101;47
CATALUNYA;CATALUNYA;2020-07-25;2020-07-31;No;177.551;1.05667;83.6004;6359;1008.5564;76715;8.4800;517;106;49
CATALUNYA;CATALUNYA;2020-07-25;2020-07-31;--;;;0.0000;125;0.0000;1137;7.4439;76;4;0
CATALUNYA;CATALUNYA;2020-07-25;2020-07-31;Si;;;304.0674;199;5974.3911;3910;5.7509;60;0;28
CATALUNYA;CATALUNYA;2020-07-24;2020-07-30;Si;;;311.7073;204;5861.3207;3836;6.0241;70;0;27
CATALUNYA;CATALUNYA;2020-07-24;2020-07-30;No;175.924;1.06203;82.6670;6288;1008.8982;76741;8.2857;556;107;46
CATALUNYA;CATALUNYA;2020-07-24;2020-07-30;--;;;0.0000;134;0.0000;1115;8.2192;74;3;0
CATALUNYA;CATALUNYA;2020-07-23;2020-07-29;--;;;0.0000;158;0.0000;1099;8.9898;76;2;0
CATALUNYA;CATALUNYA;2020-07-23;2020-07-29;Si;;;276.5638;181;5922.4398;3876;5.0562;78;0;25
CATALUNYA;CATALUNYA;2020-07-23;2020-07-29;No;177.992;1.0851;83.3901;6343;1017.6408;77406;8.1752;586;110;38
CATALUNYA;CATALUNYA;2020-07-22;2020-07-28;No;179.526;1.11473;83.5478;6355;985.2866;74945;8.3862;606;139;37
CATALUNYA;CATALUNYA;2020-07-22;2020-07-28;--;;;0.0000;148;0.0000;1072;8.6667;76;1;0
CATALUNYA;CATALUNYA;2020-07-22;2020-07-28;Si;;;218.5007;143;6030.9262;3947;3.7786;67;0;24
CATALUNYA;CATALUNYA;2020-07-21;2020-07-27;No;179.878;1.15394;83.9948;6389;972.4422;73968;8.5335;629;157;39
CATALUNYA;CATALUNYA;2020-07-21;2020-07-27;--;;;0.0000;150;0.0000;1047;9.4542;82;1;0
CATALUNYA;CATALUNYA;2020-07-21;2020-07-27;Si;;;155.8536;102;5916.3279;3872;2.8100;66;0;21
CATALUNYA;CATALUNYA;2020-07-20;2020-07-26;--;;;0.0000;171;0.0000;1031;10.0592;71;2;0
CATALUNYA;CATALUNYA;2020-07-20;2020-07-26;Si;;;175.7173;115;6078.2935;3978;3.2373;61;2;19
CATALUNYA;CATALUNYA;2020-07-20;2020-07-26;No;179.188;1.19612;83.5215;6353;958.7563;72927;8.6363;648;147;39
CATALUNYA;CATALUNYA;2020-07-19;2020-07-25;No;185.328;1.2506;83.6662;6364;942.1257;71662;8.6994;610;144;39
CATALUNYA;CATALUNYA;2020-07-19;2020-07-25;--;;;0.0000;173;0.0000;1022;9.7416;62;2;0
CATALUNYA;CATALUNYA;2020-07-19;2020-07-25;Si;;;189.4691;124;6186.7799;4049;3.3825;73;2;13
CATALUNYA;CATALUNYA;2020-07-18;2020-07-24;No;195.772;1.34385;84.4287;6422;931.1218;70825;8.9165;597;134;32
CATALUNYA;CATALUNYA;2020-07-18;2020-07-24;--;;;0.0000;206;0.0000;1044;12.0623;65;3;0
CATALUNYA;CATALUNYA;2020-07-18;2020-07-24;Si;;;227.6686;149;6191.3638;4052;4.5927;66;2;11
CATALUNYA;CATALUNYA;2020-07-17;2020-07-23;--;;;0.0000;220;0.0000;1106;12.5688;55;8;0
CATALUNYA;CATALUNYA;2020-07-17;2020-07-23;Si;;;221.5567;145;6128.7168;4011;4.7536;53;2;9
CATALUNYA;CATALUNYA;2020-07-17;2020-07-23;No;203.062;1.45838;82.9825;6312;887.0932;67476;9.2221;543;130;31
CATALUNYA;CATALUNYA;2020-07-16;2020-07-22;--;;;0.0000;226;0.0000;1082;13.3333;51;8;0
CATALUNYA;CATALUNYA;2020-07-16;2020-07-22;Si;;;238.3644;156;5859.7928;3835;4.8189;44;2;8
CATALUNYA;CATALUNYA;2020-07-16;2020-07-22;No;200.416;1.5275;80.6424;6134;841.2240;63987;9.4038;512;124;29
CATALUNYA;CATALUNYA;2020-07-15;2020-07-21;No;192.683;1.56517;77.5003;5895;796.6695;60598;9.3382;462;99;25
CATALUNYA;CATALUNYA;2020-07-15;2020-07-21;--;;;0.0000;229;0.0000;1026;14.6535;49;11;0
CATALUNYA;CATALUNYA;2020-07-15;2020-07-21;Si;;;293.3716;192;5577.1170;3650;6.3910;47;2;9
CATALUNYA;CATALUNYA;2020-07-14;2020-07-20;--;;;0.0000;235;0.0000;988;14.4764;41;11;0
CATALUNYA;CATALUNYA;2020-07-14;2020-07-20;Si;;;293.3716;192;5538.9175;3625;6.4304;47;2;9
CATALUNYA;CATALUNYA;2020-07-14;2020-07-20;No;179.951;1.58994;71.8866;5468;740.5984;56333;9.1233;443;70;19
CATALUNYA;CATALUNYA;2020-07-13;2020-07-19;--;;;0.0000;209;0.0000;922;13.9073;39;10;0
CATALUNYA;CATALUNYA;2020-07-13;2020-07-19;Si;;;270.4519;177;5525.1657;3616;5.9465;47;0;7
CATALUNYA;CATALUNYA;2020-07-13;2020-07-19;No;164.697;1.61167;66.2861;5042;704.6288;53597;9.0448;407;75;13
CATALUNYA;CATALUNYA;2020-07-12;2020-07-18;No;162.026;1.63496;64.5244;4908;693.0202;52714;8.8701;374;67;11
CATALUNYA;CATALUNYA;2020-07-12;2020-07-18;--;;;0.0000;208;0.0000;926;14.1758;36;10;0
CATALUNYA;CATALUNYA;2020-07-12;2020-07-18;Si;;;258.2281;169;5438.0710;3559;5.9716;36;0;9
CATALUNYA;CATALUNYA;2020-07-11;2020-07-17;Si;;;209.3328;137;5095.8041;3335;4.7183;34;0;9
CATALUNYA;CATALUNYA;2020-07-11;2020-07-17;No;158.336;1.68585;61.2509;4659;661.1523;50290;8.6948;362;66;12
CATALUNYA;CATALUNYA;2020-07-11;2020-07-17;--;;;0.0000;179;0.0000;881;11.7919;31;8;0
CATALUNYA;CATALUNYA;2020-07-10;2020-07-16;--;;;0.0000;153;0.0000;769;10.4359;34;5;0
CATALUNYA;CATALUNYA;2020-07-10;2020-07-16;Si;;;197.1090;129;4985.7898;3263;4.4056;33;0;9
CATALUNYA;CATALUNYA;2020-07-10;2020-07-16;No;148.673;1.74921;56.2551;4279;621.5147;47275;8.5584;343;55;11
CATALUNYA;CATALUNYA;2020-07-09;2020-07-15;No;136.335;1.80319;50.5625;3846;578.6956;44018;8.2982;317;54;10
CATALUNYA;CATALUNYA;2020-07-09;2020-07-15;--;;;0.0000;117;0.0000;645;9.2767;26;5;0
CATALUNYA;CATALUNYA;2020-07-09;2020-07-15;Si;;;186.4132;122;5230.2661;3423;4.4122;25;0;10
CATALUNYA;CATALUNYA;2020-07-08;2020-07-14;Si;;;135.9899;89;5053.0208;3307;3.1175;23;0;9
CATALUNYA;CATALUNYA;2020-07-08;2020-07-14;No;123.511;1.82458;45.6062;3469;545.4342;41488;7.8942;325;53;12
CATALUNYA;CATALUNYA;2020-07-08;2020-07-14;--;;;0.0000;103;0.0000;558;8.1818;23;4;0
CATALUNYA;CATALUNYA;2020-07-07;2020-07-13;--;;;0.0000;76;0.0000;515;7.4951;20;4;0
CATALUNYA;CATALUNYA;2020-07-07;2020-07-13;Si;;;163.4935;107;4949.1183;3239;2.9661;24;1;10
CATALUNYA;CATALUNYA;2020-07-07;2020-07-13;No;111.277;1.83965;41.2940;3141;528.3565;40189;7.3376;285;51;14
CATALUNYA;CATALUNYA;2020-07-06;2020-07-12;No;97.1849;1.83204;35.9039;2731;506.6117;38535;6.6551;263;39;12
CATALUNYA;CATALUNYA;2020-07-06;2020-07-12;--;;;0.0000;75;0.0000;469;8.2073;20;5;0
CATALUNYA;CATALUNYA;2020-07-06;2020-07-12;Si;;;148.2137;97;4629.7711;3030;2.8309;28;1;12
CATALUNYA;CATALUNYA;2020-07-05;2020-07-11;No;93.2063;1.82959;34.5760;2630;495.6210;37699;6.5457;262;38;10
CATALUNYA;CATALUNYA;2020-07-05;2020-07-11;--;;;0.0000;71;0.0000;458;7.7434;23;5;0
CATALUNYA;CATALUNYA;2020-07-05;2020-07-11;Si;;;139.0459;91;4380.7108;2867;2.4787;28;1;10
CATALUNYA;CATALUNYA;2020-07-04;2020-07-10;--;;;0.0000;63;0.0000;438;7.8704;24;5;0
CATALUNYA;CATALUNYA;2020-07-04;2020-07-10;Si;;;146.6858;96;4284.4482;2804;2.8762;29;1;9
CATALUNYA;CATALUNYA;2020-07-04;2020-07-10;No;86.1898;1.78831;32.6697;2485;481.9221;36657;6.3567;244;41;11
CATALUNYA;CATALUNYA;2020-07-03;2020-07-09;No;73.7654;1.7143;28.7388;2186;464.8181;35356;5.4421;251;36;13
CATALUNYA;CATALUNYA;2020-07-03;2020-07-09;--;;;0.0000;54;0.0000;384;6.8783;18;3;0
CATALUNYA;CATALUNYA;2020-07-03;2020-07-09;Si;;;131.4060;86;4003.3004;2620;2.6794;26;1;11
CATALUNYA;CATALUNYA;2020-07-02;2020-07-08;No;62.7546;1.63752;25.0446;1905;448.9499;34149;4.9206;232;29;14
CATALUNYA;CATALUNYA;2020-07-02;2020-07-08;--;;;0.0000;46;0.0000;353;7.1839;17;3;0
CATALUNYA;CATALUNYA;2020-07-02;2020-07-08;Si;;;114.5982;75;3602.9703;2358;2.3734;29;1;11
CATALUNYA;CATALUNYA;2020-07-01;2020-07-07;--;;;0.0000;40;0.0000;323;5.3125;17;1;0
CATALUNYA;CATALUNYA;2020-07-01;2020-07-07;Si;;;82.5107;54;3416.5571;2236;1.5766;30;1;10
CATALUNYA;CATALUNYA;2020-07-01;2020-07-07;No;53.8325;1.63854;22.0866;1680;436.6839;33216;4.4524;209;23;16
CATALUNYA;CATALUNYA;2020-06-30;2020-07-06;--;;;0.0000;35;0.0000;310;4.2345;17;1;0
CATALUNYA;CATALUNYA;2020-06-30;2020-07-06;Si;;;39.7274;26;3280.5671;2147;1.4345;28;0;10
CATALUNYA;CATALUNYA;2020-06-30;2020-07-06;No;47.9082;1.64668;19.1943;1460;428.0991;32563;3.9365;186;21;17
CATALUNYA;CATALUNYA;2020-06-29;2020-07-05;No;43.5763;1.68083;17.1434;1304;429.6241;32679;3.7193;187;19;17
CATALUNYA;CATALUNYA;2020-06-29;2020-07-05;--;;;0.0000;26;0.0000;283;4.2857;16;0;0
CATALUNYA;CATALUNYA;2020-06-29;2020-07-05;Si;;;36.6714;24;3132.3533;2050;1.4668;26;0;10
CATALUNYA;CATALUNYA;2020-06-28;2020-07-04;--;;;0.0000;26;0.0000;278;4.0000;11;0;0
CATALUNYA;CATALUNYA;2020-06-28;2020-07-04;Si;;;36.6714;24;3182.7766;2083;1.4465;25;0;11
CATALUNYA;CATALUNYA;2020-06-28;2020-07-04;No;41.6961;1.6772;16.3677;1245;429.1114;32640;3.6207;181;15;17
CATALUNYA;CATALUNYA;2020-06-27;2020-07-03;--;;;0.0000;22;0.0000;288;3.1579;7;0;0
CATALUNYA;CATALUNYA;2020-06-27;2020-07-03;Si;;;24.4476;16;3210.2802;2101;0.9458;25;0;11
CATALUNYA;CATALUNYA;2020-06-27;2020-07-03;No;40.2188;1.69298;15.5263;1181;433.2263;32953;3.4331;188;13;15
CATALUNYA;CATALUNYA;2020-06-26;2020-07-02;No;35.3802;1.65204;14.2905;1087;438.5508;33358;3.0946;161;16;13
CATALUNYA;CATALUNYA;2020-06-26;2020-07-02;--;;;0.0000;19;0.0000;293;3.4483;5;0;0
CATALUNYA;CATALUNYA;2020-06-26;2020-07-02;Si;;;38.1994;25;3395.1654;2222;1.4243;28;0;11
CATALUNYA;CATALUNYA;2020-06-25;2020-07-01;Si;;;35.1434;23;3207.2242;2099;1.3933;28;0;11
CATALUNYA;CATALUNYA;2020-06-25;2020-07-01;No;31.7061;1.60033;13.2782;1010;423.5371;32216;2.7078;167;15;14
CATALUNYA;CATALUNYA;2020-06-25;2020-07-01;--;;;0.0000;19;0.0000;317;2.5478;4;1;0
CATALUNYA;CATALUNYA;2020-06-24;2020-06-30;--;;;0.0000;11;0.0000;272;2.2388;3;1;0
CATALUNYA;CATALUNYA;2020-06-24;2020-06-30;Si;;;35.1434;23;2837.4537;1857;1.6667;28;0;12
CATALUNYA;CATALUNYA;2020-06-24;2020-06-30;No;26.3847;1.51011;10.7672;819;375.4856;28561;2.4768;155;13;9
CATALUNYA;CATALUNYA;2020-06-23;2020-06-29;No;23.6303;1.4554;9.8995;753;375.6959;28577;2.2885;164;16;6
CATALUNYA;CATALUNYA;2020-06-23;2020-06-29;--;;;0.0000;19;0.0000;273;3.3708;3;1;0
CATALUNYA;CATALUNYA;2020-06-23;2020-06-29;Si;;;42.7833;28;2831.3418;1853;2.1196;29;0;11
CATALUNYA;CATALUNYA;2020-06-22;2020-06-28;Si;;;42.7833;28;2886.3490;1889;2.1260;29;0;11
CATALUNYA;CATALUNYA;2020-06-22;2020-06-28;No;20.8811;1.39203;8.7820;668;366.7561;27897;2.2658;172;34;10
CATALUNYA;CATALUNYA;2020-06-22;2020-06-28;--;;;0.0000;16;0.0000;262;2.7344;11;1;0
CATALUNYA;CATALUNYA;2020-06-21;2020-06-27;--;;;0.0000;16;0.0000;263;2.7237;11;1;0
CATALUNYA;CATALUNYA;2020-06-21;2020-06-27;Si;;;42.7833;28;2828.2859;1851;2.1722;29;0;11
CATALUNYA;CATALUNYA;2020-06-21;2020-06-27;No;19.4329;1.34745;8.4928;646;364.8630;27753;2.1608;167;34;12
CATALUNYA;CATALUNYA;2020-06-20;2020-06-26;No;17.9378;1.27755;8.2298;626;363.4431;27645;2.1586;152;31;14
CATALUNYA;CATALUNYA;2020-06-20;2020-06-26;--;;;0.0000;17;0.0000;250;2.8689;12;1;0
CATALUNYA;CATALUNYA;2020-06-20;2020-06-26;Si;;;42.7833;28;2828.2859;1851;2.1522;32;0;14
CATALUNYA;CATALUNYA;2020-06-19;2020-06-25;No;15.7376;1.20309;7.1255;542;350.4147;26654;1.8901;141;28;15
CATALUNYA;CATALUNYA;2020-06-19;2020-06-25;--;;;0.0000;16;0.0000;236;1.7467;14;1;0
CATALUNYA;CATALUNYA;2020-06-19;2020-06-25;Si;;;32.0875;21;2765.6388;1810;1.6234;34;0;13
CATALUNYA;CATALUNYA;2020-06-18;2020-06-24;--;;;0.0000;15;0.0000;227;2.2831;14;0;0
CATALUNYA;CATALUNYA;2020-06-18;2020-06-24;Si;;;41.2553;27;3025.3949;1980;2.1772;33;0;12
CATALUNYA;CATALUNYA;2020-06-18;2020-06-24;No;14.356;1.18436;6.5339;497;368.3995;28022;1.8542;142;34;16
CATALUNYA;CATALUNYA;2020-06-17;2020-06-23;No;14.8947;1.1549;6.7048;510;416.2407;31661;1.6749;164;37;19
CATALUNYA;CATALUNYA;2020-06-17;2020-06-23;--;;;0.0000;15;0.0000;252;2.0492;14;0;0
CATALUNYA;CATALUNYA;2020-06-17;2020-06-23;Si;;;55.0071;36;3653.3936;2391;2.3226;33;0;12
CATALUNYA;CATALUNYA;2020-06-16;2020-06-22;No;13.9894;1.10727;6.3367;482;417.8314;31782;1.5137;160;35;19
CATALUNYA;CATALUNYA;2020-06-16;2020-06-22;--;;;0.0000;10;0.0000;258;1.1952;14;0;0
CATALUNYA;CATALUNYA;2020-06-16;2020-06-22;Si;;;55.0071;36;3859.6705;2526;2.3139;35;0;13
CATALUNYA;CATALUNYA;2020-06-15;2020-06-21;--;;;0.0000;10;0.0000;290;0.7042;5;0;0
CATALUNYA;CATALUNYA;2020-06-15;2020-06-21;Si;;;59.5911;39;3940.6533;2579;2.4125;31;1;17
CATALUNYA;CATALUNYA;2020-06-15;2020-06-21;No;13.3982;1.06269;6.2184;473;431.9511;32856;1.4331;137;18;21
CATALUNYA;CATALUNYA;2020-06-14;2020-06-20;--;;;0.0000;9;0.0000;294;0.6944;5;0;0
CATALUNYA;CATALUNYA;2020-06-14;2020-06-20;Si;;;67.2309;44;4000.2444;2618;2.7187;33;1;20
CATALUNYA;CATALUNYA;2020-06-14;2020-06-20;No;12.9089;1.03033;5.9292;451;431.4647;32819;1.3684;141;19;24
CATALUNYA;CATALUNYA;2020-06-13;2020-06-19;No;12.0692;0.951328;5.8108;442;432.7004;32913;1.2869;142;19;23
CATALUNYA;CATALUNYA;2020-06-13;2020-06-19;--;;;0.0000;8;0.0000;291;0.7018;4;0;0
CATALUNYA;CATALUNYA;2020-06-13;2020-06-19;Si;;;67.2309;44;4043.0278;2646;2.7059;29;1;20
CATALUNYA;CATALUNYA;2020-06-12;2020-06-18;--;;;0.0000;7;0.0000;325;0.9404;3;0;0
CATALUNYA;CATALUNYA;2020-06-12;2020-06-18;Si;;;88.6226;58;4556.4282;2982;3.3664;28;1;20
CATALUNYA;CATALUNYA;2020-06-12;2020-06-18;No;11.8525;0.859435;5.9554;453;450.1857;34243;1.2835;150;23;23
CATALUNYA;CATALUNYA;2020-06-11;2020-06-17;--;;;0.0000;7;0.0000;345;0.8824;3;0;0
CATALUNYA;CATALUNYA;2020-06-11;2020-06-17;Si;;;77.9268;51;4654.2187;3046;2.8444;29;1;24
CATALUNYA;CATALUNYA;2020-06-11;2020-06-17;No;11.1637;0.795837;5.5873;425;457.8766;34828;1.1912;143;21;22
CATALUNYA;CATALUNYA;2020-06-10;2020-06-16;No;11.4972;0.778742;6.1921;471;470.5895;35795;1.3547;125;19;23
CATALUNYA;CATALUNYA;2020-06-10;2020-06-16;--;;;0.0000;9;0.0000;364;1.1173;5;0;0
CATALUNYA;CATALUNYA;2020-06-10;2020-06-16;Si;;;80.9827;53;4836.0480;3165;2.9284;32;2;25
CATALUNYA;CATALUNYA;2020-06-09;2020-06-15;Si;;;82.5107;54;5216.5143;3414;3.1746;32;2;22
CATALUNYA;CATALUNYA;2020-06-09;2020-06-15;No;11.6075;0.771104;6.2973;479;472.9691;35976;1.3594;125;19;25
CATALUNYA;CATALUNYA;2020-06-09;2020-06-15;--;;;0.0000;7;0.0000;347;0.8824;4;0;0
CATALUNYA;CATALUNYA;2020-06-08;2020-06-14;--;;;0.0000;6;0.0000;354;0.8671;5;0;0
CATALUNYA;CATALUNYA;2020-06-08;2020-06-14;Si;;;110.0143;72;5505.3020;3603;3.4014;38;1;20
CATALUNYA;CATALUNYA;2020-06-08;2020-06-14;No;11.7841;0.792528;6.3893;486;477.3207;36307;1.3266;131;21;30
CATALUNYA;CATALUNYA;2020-06-07;2020-06-13;No;13.1614;0.863771;6.5996;502;483.8941;36807;1.3618;134;26;31
CATALUNYA;CATALUNYA;2020-06-07;2020-06-13;--;;;0.0000;7;0.0000;358;1.1429;6;0;0
CATALUNYA;CATALUNYA;2020-06-07;2020-06-13;Si;;;116.1262;76;5616.8444;3676;3.5215;36;1;19
CATALUNYA;CATALUNYA;2020-06-06;2020-06-12;Si;;;119.1822;78;5812.4255;3804;3.5985;36;1;21
CATALUNYA;CATALUNYA;2020-06-06;2020-06-12;No;15.0773;0.94546;6.8757;523;495.9628;37725;1.4188;148;32;33
CATALUNYA;CATALUNYA;2020-06-06;2020-06-12;--;;;0.0000;8;0.0000;370;1.1050;6;0;0
CATALUNYA;CATALUNYA;2020-06-05;2020-06-11;--;;;0.0000;7;0.0000;402;1.0152;7;0;0
CATALUNYA;CATALUNYA;2020-06-05;2020-06-11;Si;;;116.1262;76;6098.1572;3991;3.3510;41;1;25
CATALUNYA;CATALUNYA;2020-06-05;2020-06-11;No;16.6387;0.992637;7.8354;596;509.8196;38779;1.5974;165;28;33
CATALUNYA;CATALUNYA;2020-06-04;2020-06-10;No;17.7889;1.00527;8.4402;642;522.6771;39757;1.6812;168;29;34
CATALUNYA;CATALUNYA;2020-06-04;2020-06-10;--;;;0.0000;7;0.0000;446;0.6849;10;1;0
CATALUNYA;CATALUNYA;2020-06-04;2020-06-10;Si;;;146.6858;96;6579.4700;4306;3.3940;42;1;26
CATALUNYA;CATALUNYA;2020-06-03;2020-06-09;No;18.1196;0.996568;8.5717;652;532.8264;40529;1.6624;179;27;34
CATALUNYA;CATALUNYA;2020-06-03;2020-06-09;--;;;0.0000;6;0.0000;456;0.6682;10;1;0
CATALUNYA;CATALUNYA;2020-06-03;2020-06-09;Si;;;140.5739;92;6596.2778;4317;3.2917;41;0;37
CATALUNYA;CATALUNYA;2020-06-02;2020-06-08;--;;;0.0000;7;0.0000;469;0.6479;9;2;0
CATALUNYA;CATALUNYA;2020-06-02;2020-06-08;Si;;;152.7977;100;6302.9062;4125;3.1732;42;0;44
CATALUNYA;CATALUNYA;2020-06-02;2020-06-08;No;18.6741;0.9749;8.7557;666;525.6614;39984;1.6999;189;26;34
CATALUNYA;CATALUNYA;2020-06-01;2020-06-07;No;19.193;0.946142;8.4796;645;500.5642;38075;1.7659;190;25;26
CATALUNYA;CATALUNYA;2020-06-01;2020-06-07;--;;;0.0000;8;0.0000;428;0.9456;10;2;0
CATALUNYA;CATALUNYA;2020-06-01;2020-06-07;Si;;;129.8780;85;6041.6221;3954;2.9620;37;0;46
CATALUNYA;CATALUNYA;2020-05-31;2020-06-06;No;18.5275;0.872076;8.6374;657;512.4095;38976;1.7548;194;20;26
CATALUNYA;CATALUNYA;2020-05-31;2020-06-06;--;;;0.0000;7;0.0000;439;0.6912;10;3;0
CATALUNYA;CATALUNYA;2020-05-31;2020-06-06;Si;;;120.7102;79;6374.7211;4172;2.5021;39;1;55
CATALUNYA;CATALUNYA;2020-05-30;2020-06-05;--;;;0.0000;7;0.0000;503;0.8032;12;4;0
CATALUNYA;CATALUNYA;2020-05-30;2020-06-05;Si;;;143.6298;94;7047.0311;4612;2.6567;40;1;57
CATALUNYA;CATALUNYA;2020-05-30;2020-06-05;No;16.9634;0.788696;9.0712;690;529.8553;40303;1.7847;185;18;25
CATALUNYA;CATALUNYA;2020-05-29;2020-06-04;--;;;0.0000;10;0.0000;497;1.4199;10;4;0
CATALUNYA;CATALUNYA;2020-05-29;2020-06-04;Si;;;174.1894;114;7312.8991;4786;3.1660;37;1;62
CATALUNYA;CATALUNYA;2020-05-29;2020-06-04;No;16.573;0.753051;8.9266;679;532.1823;40480;1.7087;178;22;31
CATALUNYA;CATALUNYA;2020-05-28;2020-06-03;No;17.7461;0.752421;9.2553;704;546.9330;41602;1.7073;182;19;36
CATALUNYA;CATALUNYA;2020-05-28;2020-06-03;--;;;0.0000;15;0.0000;571;2.3132;8;3;0
CATALUNYA;CATALUNYA;2020-05-28;2020-06-03;Si;;;178.7733;117;7888.9466;5163;3.4363;45;2;64
CATALUNYA;CATALUNYA;2020-05-27;2020-06-02;--;;;0.0000;17;0.0000;663;2.1407;8;4;0
CATALUNYA;CATALUNYA;2020-05-27;2020-06-02;Si;;;186.4132;122;8108.9753;5307;3.4835;41;2;59
CATALUNYA;CATALUNYA;2020-05-27;2020-06-02;No;18.5821;0.777895;9.6103;731;545.7366;41511;1.7406;179;21;41
CATALUNYA;CATALUNYA;2020-05-26;2020-06-01;--;;;0.0000;16;0.0000;733;1.9417;10;3;0
CATALUNYA;CATALUNYA;2020-05-26;2020-06-01;Si;;;200.1650;131;9152.5838;5990;3.4893;40;3;60
CATALUNYA;CATALUNYA;2020-05-26;2020-06-01;No;20.737;0.816008;10.3991;791;569.1642;43293;1.8311;177;28;48
CATALUNYA;CATALUNYA;2020-05-25;2020-05-31;No;22.9779;0.848443;11.8058;898;610.7212;46454;1.9338;182;33;53
CATALUNYA;CATALUNYA;2020-05-25;2020-05-31;--;;;0.0000;15;0.0000;807;1.6393;11;3;0
CATALUNYA;CATALUNYA;2020-05-25;2020-05-31;Si;;;255.1722;167;10280.2310;6728;3.6817;43;4;65
CATALUNYA;CATALUNYA;2020-05-24;2020-05-30;Si;;;276.5638;181;10758.4879;7041;3.8427;52;3;63
CATALUNYA;CATALUNYA;2020-05-24;2020-05-30;No;23.732;0.875014;12.6077;959;618.2017;47023;2.0554;185;32;56
CATALUNYA;CATALUNYA;2020-05-24;2020-05-30;--;;;0.0000;18;0.0000;867;1.8846;10;2;0
CATALUNYA;CATALUNYA;2020-05-23;2020-05-29;--;;;0.0000;17;0.0000;885;1.7321;8;1;0
CATALUNYA;CATALUNYA;2020-05-23;2020-05-29;Si;;;288.7877;189;11502.6128;7528;3.6920;57;3;72
CATALUNYA;CATALUNYA;2020-05-23;2020-05-29;No;25.5238;0.93609;12.4368;946;616.6110;46902;1.9997;184;28;66
CATALUNYA;CATALUNYA;2020-05-22;2020-05-28;No;28.476;1.03736;13.0810;995;617.2420;46950;2.1082;176;30;69
CATALUNYA;CATALUNYA;2020-05-22;2020-05-28;--;;;0.0000;16;0.0000;909;1.4623;12;1;0
CATALUNYA;CATALUNYA;2020-05-22;2020-05-28;Si;;;307.1234;201;12523.3016;8196;3.5827;63;3;72
